Timestep,VariableName,EntityIdx,Value,Metadata
2,Regional Casualties,Region05,0,Actor health
2,Regional Casualties,Region06,0,Actor health
2,Regional Casualties,Region07,0,Actor health
2,Regional Casualties,Region08,0,Actor health
2,Regional Casualties,Region09,0,Actor health
2,Regional Casualties,Region10,0,Actor health
2,Regional Casualties,Region11,0,Actor health
2,Regional Casualties,Region12,0,Actor health
2,Regional Casualties,Region13,0,Actor health
2,Regional Casualties,Region14,0,Actor health
2,Regional Casualties,Region15,0,Actor health
2,Regional Casualties,Region16,0,Actor health
2,Regional Sheltered,Region01,0,Actor location
2,Regional Sheltered,Region02,0,Actor location
2,Regional Sheltered,Region03,0,Actor location
2,Regional Sheltered,Region04,0,Actor location
2,Regional Sheltered,Region05,0,Actor location
2,Regional Sheltered,Region06,0,Actor location
2,Regional Sheltered,Region07,0,Actor location
2,Regional Sheltered,Region08,0,Actor location
2,Regional Sheltered,Region09,0,Actor location
2,Regional Sheltered,Region10,0,Actor location
2,Regional Sheltered,Region11,0,Actor location
2,Regional Sheltered,Region12,0,Actor location
2,Regional Sheltered,Region13,0,Actor location
2,Regional Sheltered,Region14,0,Actor location
2,Regional Sheltered,Region15,0,Actor location
2,Regional Sheltered,Region16,0,Actor location
3,Deaths,[Actor1-160],0,Actor alive
3,Casualties,[Actor1-160],0,Actor health
3,Evacuees,[Actor1-160],0,Actor location
3,Sheltered,[Actor1-160],0,Actor location
3,Wellbeing,[Actor1-160],0.76625,Actor health
3,Wealth,[Actor1-160],0.74375,Actor resources
3,Safety,[Region1-16],1,Region risk
3,Prosocial,[Actor1-160],0,Actor action
3,Antisocial,[Actor1-160],0,Actor action
3,Regional Wellbeing,Region01,0.766666667,Actor health
3,Regional Wellbeing,Region02,0.82,Actor health
3,Regional Wellbeing,Region03,0.836363636,Actor health
3,Regional Wellbeing,Region04,0.777777778,Actor health
3,Regional Wellbeing,Region05,0.466666667,Actor health
3,Regional Wellbeing,Region06,0.676923077,Actor health
3,Regional Wellbeing,Region07,0.714285714,Actor health
3,Regional Wellbeing,Region08,0.6,Actor health
3,Regional Wellbeing,Region09,0.771428571,Actor health
3,Regional Wellbeing,Region10,0.775,Actor health
3,Regional Wellbeing,Region11,0.763636364,Actor health
3,Regional Wellbeing,Region12,0.8,Actor health
3,Regional Wellbeing,Region13,0.914285714,Actor health
3,Regional Wellbeing,Region14,0.815384615,Actor health
3,Regional Wellbeing,Region15,0.769230769,Actor health
3,Regional Wellbeing,Region16,0.75,Actor health
3,Regional Deaths,Region01,0,Actor alive
3,Regional Deaths,Region02,0,Actor alive
3,Regional Deaths,Region03,0,Actor alive
3,Regional Deaths,Region04,0,Actor alive
3,Regional Deaths,Region05,0,Actor alive
3,Regional Deaths,Region06,0,Actor alive
3,Regional Deaths,Region07,0,Actor alive
3,Regional Deaths,Region08,0,Actor alive
3,Regional Deaths,Region09,0,Actor alive
3,Regional Deaths,Region10,0,Actor alive
3,Regional Deaths,Region11,0,Actor alive
3,Regional Deaths,Region12,0,Actor alive
3,Regional Deaths,Region13,0,Actor alive
3,Regional Deaths,Region14,0,Actor alive
3,Regional Deaths,Region15,0,Actor alive
3,Regional Deaths,Region16,0,Actor alive
3,Regional Casualties,Region01,0,Actor health
3,Regional Casualties,Region02,0,Actor health
3,Regional Casualties,Region03,0,Actor health
3,Regional Casualties,Region04,0,Actor health
3,Regional Casualties,Region05,0,Actor health
3,Regional Casualties,Region06,0,Actor health
3,Regional Casualties,Region07,0,Actor health
3,Regional Casualties,Region08,0,Actor health
3,Regional Casualties,Region09,0,Actor health
3,Regional Casualties,Region10,0,Actor health
3,Regional Casualties,Region11,0,Actor health
3,Regional Casualties,Region12,0,Actor health
3,Regional Casualties,Region13,0,Actor health
3,Regional Casualties,Region14,0,Actor health
3,Regional Casualties,Region15,0,Actor health
3,Regional Casualties,Region16,0,Actor health
3,Regional Sheltered,Region01,0,Actor location
3,Regional Sheltered,Region02,0,Actor location
3,Regional Sheltered,Region03,0,Actor location
3,Regional Sheltered,Region04,0,Actor location
3,Regional Sheltered,Region05,0,Actor location
3,Regional Sheltered,Region06,0,Actor location
3,Regional Sheltered,Region07,0,Actor location
3,Regional Sheltered,Region08,0,Actor location
3,Regional Sheltered,Region09,0,Actor location
3,Regional Sheltered,Region10,0,Actor location
3,Regional Sheltered,Region11,0,Actor location
3,Regional Sheltered,Region12,0,Actor location
3,Regional Sheltered,Region13,0,Actor location
3,Regional Sheltered,Region14,0,Actor location
3,Regional Sheltered,Region15,0,Actor location
3,Regional Sheltered,Region16,0,Actor location
4,Deaths,[Actor1-160],0,Actor alive
4,Casualties,[Actor1-160],0,Actor health
4,Evacuees,[Actor1-160],0,Actor location
4,Sheltered,[Actor1-160],0,Actor location
4,Wellbeing,[Actor1-160],0.76625,Actor health
4,Wealth,[Actor1-160],0.74375,Actor resources
4,Safety,[Region1-16],1,Region risk
4,Prosocial,[Actor1-160],0,Actor action
4,Antisocial,[Actor1-160],0,Actor action
4,Regional Wellbeing,Region01,0.766666667,Actor health
4,Regional Wellbeing,Region02,0.82,Actor health
4,Regional Wellbeing,Region03,0.836363636,Actor health
4,Regional Wellbeing,Region04,0.777777778,Actor health
4,Regional Wellbeing,Region05,0.466666667,Actor health
4,Regional Wellbeing,Region06,0.676923077,Actor health
4,Regional Wellbeing,Region07,0.714285714,Actor health
4,Regional Wellbeing,Region08,0.6,Actor health
4,Regional Wellbeing,Region09,0.771428571,Actor health
4,Regional Wellbeing,Region10,0.775,Actor health
4,Regional Wellbeing,Region11,0.763636364,Actor health
4,Regional Wellbeing,Region12,0.8,Actor health
4,Regional Wellbeing,Region13,0.914285714,Actor health
4,Regional Wellbeing,Region14,0.815384615,Actor health
4,Regional Wellbeing,Region15,0.769230769,Actor health
4,Regional Wellbeing,Region16,0.75,Actor health
4,Regional Deaths,Region01,0,Actor alive
4,Regional Deaths,Region02,0,Actor alive
4,Regional Deaths,Region03,0,Actor alive
4,Regional Deaths,Region04,0,Actor alive
4,Regional Deaths,Region05,0,Actor alive
4,Regional Deaths,Region06,0,Actor alive
4,Regional Deaths,Region07,0,Actor alive
4,Regional Deaths,Region08,0,Actor alive
4,Regional Deaths,Region09,0,Actor alive
4,Regional Deaths,Region10,0,Actor alive
4,Regional Deaths,Region11,0,Actor alive
4,Regional Deaths,Region12,0,Actor alive
4,Regional Deaths,Region13,0,Actor alive
4,Regional Deaths,Region14,0,Actor alive
4,Regional Deaths,Region15,0,Actor alive
4,Regional Deaths,Region16,0,Actor alive
4,Regional Casualties,Region01,0,Actor health
4,Regional Casualties,Region02,0,Actor health
4,Regional Casualties,Region03,0,Actor health
4,Regional Casualties,Region04,0,Actor health
4,Regional Casualties,Region05,0,Actor health
4,Regional Casualties,Region06,0,Actor health
4,Regional Casualties,Region07,0,Actor health
4,Regional Casualties,Region08,0,Actor health
4,Regional Casualties,Region09,0,Actor health
4,Regional Casualties,Region10,0,Actor health
4,Regional Casualties,Region11,0,Actor health
4,Regional Casualties,Region12,0,Actor health
4,Regional Casualties,Region13,0,Actor health
4,Regional Casualties,Region14,0,Actor health
4,Regional Casualties,Region15,0,Actor health
4,Regional Casualties,Region16,0,Actor health
4,Regional Sheltered,Region01,0,Actor location
4,Regional Sheltered,Region02,0,Actor location
4,Regional Sheltered,Region03,0,Actor location
4,Regional Sheltered,Region04,0,Actor location
4,Regional Sheltered,Region05,0,Actor location
4,Regional Sheltered,Region06,0,Actor location
4,Regional Sheltered,Region07,0,Actor location
4,Regional Sheltered,Region08,0,Actor location
4,Regional Sheltered,Region09,0,Actor location
4,Regional Sheltered,Region10,0,Actor location
4,Regional Sheltered,Region11,0,Actor location
4,Regional Sheltered,Region12,0,Actor location
4,Regional Sheltered,Region13,0,Actor location
4,Regional Sheltered,Region14,0,Actor location
4,Regional Sheltered,Region15,0,Actor location
4,Regional Sheltered,Region16,0,Actor location
5,Deaths,[Actor1-160],0,Actor alive
5,Casualties,[Actor1-160],0,Actor health
5,Evacuees,[Actor1-160],0,Actor location
5,Sheltered,[Actor1-160],0,Actor location
5,Wellbeing,[Actor1-160],0.76625,Actor health
5,Wealth,[Actor1-160],0.74375,Actor resources
5,Safety,[Region1-16],1,Region risk
5,Prosocial,[Actor1-160],0,Actor action
5,Antisocial,[Actor1-160],0,Actor action
5,Regional Wellbeing,Region01,0.766666667,Actor health
5,Regional Wellbeing,Region02,0.82,Actor health
5,Regional Wellbeing,Region03,0.836363636,Actor health
5,Regional Wellbeing,Region04,0.777777778,Actor health
5,Regional Wellbeing,Region05,0.466666667,Actor health
5,Regional Wellbeing,Region06,0.676923077,Actor health
5,Regional Wellbeing,Region07,0.714285714,Actor health
5,Regional Wellbeing,Region08,0.6,Actor health
5,Regional Wellbeing,Region09,0.771428571,Actor health
5,Regional Wellbeing,Region10,0.775,Actor health
5,Regional Wellbeing,Region11,0.763636364,Actor health
5,Regional Wellbeing,Region12,0.8,Actor health
5,Regional Wellbeing,Region13,0.914285714,Actor health
5,Regional Wellbeing,Region14,0.815384615,Actor health
5,Regional Wellbeing,Region15,0.769230769,Actor health
5,Regional Wellbeing,Region16,0.75,Actor health
5,Regional Deaths,Region01,0,Actor alive
5,Regional Deaths,Region02,0,Actor alive
5,Regional Deaths,Region03,0,Actor alive
5,Regional Deaths,Region04,0,Actor alive
5,Regional Deaths,Region05,0,Actor alive
5,Regional Deaths,Region06,0,Actor alive
5,Regional Deaths,Region07,0,Actor alive
5,Regional Deaths,Region08,0,Actor alive
5,Regional Deaths,Region09,0,Actor alive
5,Regional Deaths,Region10,0,Actor alive
5,Regional Deaths,Region11,0,Actor alive
5,Regional Deaths,Region12,0,Actor alive
5,Regional Deaths,Region13,0,Actor alive
5,Regional Deaths,Region14,0,Actor alive
5,Regional Deaths,Region15,0,Actor alive
5,Regional Deaths,Region16,0,Actor alive
5,Regional Casualties,Region01,0,Actor health
5,Regional Casualties,Region02,0,Actor health
5,Regional Casualties,Region03,0,Actor health
5,Regional Casualties,Region04,0,Actor health
5,Regional Casualties,Region05,0,Actor health
5,Regional Casualties,Region06,0,Actor health
5,Regional Casualties,Region07,0,Actor health
5,Regional Casualties,Region08,0,Actor health
5,Regional Casualties,Region09,0,Actor health
5,Regional Casualties,Region10,0,Actor health
5,Regional Casualties,Region11,0,Actor health
5,Regional Casualties,Region12,0,Actor health
5,Regional Casualties,Region13,0,Actor health
5,Regional Casualties,Region14,0,Actor health
5,Regional Casualties,Region15,0,Actor health
5,Regional Casualties,Region16,0,Actor health
5,Regional Sheltered,Region01,0,Actor location
5,Regional Sheltered,Region02,0,Actor location
5,Regional Sheltered,Region03,0,Actor location
5,Regional Sheltered,Region04,0,Actor location
5,Regional Sheltered,Region05,0,Actor location
5,Regional Sheltered,Region06,0,Actor location
5,Regional Sheltered,Region07,0,Actor location
5,Regional Sheltered,Region08,0,Actor location
5,Regional Sheltered,Region09,0,Actor location
5,Regional Sheltered,Region10,0,Actor location
5,Regional Sheltered,Region11,0,Actor location
5,Regional Sheltered,Region12,0,Actor location
5,Regional Sheltered,Region13,0,Actor location
5,Regional Sheltered,Region14,0,Actor location
5,Regional Sheltered,Region15,0,Actor location
5,Regional Sheltered,Region16,0,Actor location
6,Deaths,[Actor1-160],0,Actor alive
6,Casualties,[Actor1-160],0,Actor health
6,Evacuees,[Actor1-160],0,Actor location
6,Sheltered,[Actor1-160],0,Actor location
6,Wellbeing,[Actor1-160],0.76625,Actor health
6,Wealth,[Actor1-160],0.74375,Actor resources
6,Safety,[Region1-16],1,Region risk
6,Prosocial,[Actor1-160],0,Actor action
6,Antisocial,[Actor1-160],0,Actor action
6,Regional Wellbeing,Region01,0.766666667,Actor health
6,Regional Wellbeing,Region02,0.82,Actor health
6,Regional Wellbeing,Region03,0.836363636,Actor health
6,Regional Wellbeing,Region04,0.777777778,Actor health
6,Regional Wellbeing,Region05,0.466666667,Actor health
6,Regional Wellbeing,Region06,0.676923077,Actor health
6,Regional Wellbeing,Region07,0.714285714,Actor health
6,Regional Wellbeing,Region08,0.6,Actor health
6,Regional Wellbeing,Region09,0.771428571,Actor health
6,Regional Wellbeing,Region10,0.775,Actor health
6,Regional Wellbeing,Region11,0.763636364,Actor health
6,Regional Wellbeing,Region12,0.8,Actor health
6,Regional Wellbeing,Region13,0.914285714,Actor health
6,Regional Wellbeing,Region14,0.815384615,Actor health
6,Regional Wellbeing,Region15,0.769230769,Actor health
6,Regional Wellbeing,Region16,0.75,Actor health
6,Regional Deaths,Region01,0,Actor alive
6,Regional Deaths,Region02,0,Actor alive
6,Regional Deaths,Region03,0,Actor alive
6,Regional Deaths,Region04,0,Actor alive
6,Regional Deaths,Region05,0,Actor alive
6,Regional Deaths,Region06,0,Actor alive
6,Regional Deaths,Region07,0,Actor alive
6,Regional Deaths,Region08,0,Actor alive
6,Regional Deaths,Region09,0,Actor alive
6,Regional Deaths,Region10,0,Actor alive
6,Regional Deaths,Region11,0,Actor alive
6,Regional Deaths,Region12,0,Actor alive
6,Regional Deaths,Region13,0,Actor alive
6,Regional Deaths,Region14,0,Actor alive
6,Regional Deaths,Region15,0,Actor alive
6,Regional Deaths,Region16,0,Actor alive
6,Regional Casualties,Region01,0,Actor health
6,Regional Casualties,Region02,0,Actor health
6,Regional Casualties,Region03,0,Actor health
6,Regional Casualties,Region04,0,Actor health
6,Regional Casualties,Region05,0,Actor health
6,Regional Casualties,Region06,0,Actor health
6,Regional Casualties,Region07,0,Actor health
6,Regional Casualties,Region08,0,Actor health
6,Regional Casualties,Region09,0,Actor health
6,Regional Casualties,Region10,0,Actor health
6,Regional Casualties,Region11,0,Actor health
6,Regional Casualties,Region12,0,Actor health
6,Regional Casualties,Region13,0,Actor health
6,Regional Casualties,Region14,0,Actor health
6,Regional Casualties,Region15,0,Actor health
6,Regional Casualties,Region16,0,Actor health
6,Regional Sheltered,Region01,0,Actor location
6,Regional Sheltered,Region02,0,Actor location
6,Regional Sheltered,Region03,0,Actor location
6,Regional Sheltered,Region04,0,Actor location
6,Regional Sheltered,Region05,0,Actor location
6,Regional Sheltered,Region06,0,Actor location
6,Regional Sheltered,Region07,0,Actor location
6,Regional Sheltered,Region08,0,Actor location
6,Regional Sheltered,Region09,0,Actor location
6,Regional Sheltered,Region10,0,Actor location
6,Regional Sheltered,Region11,0,Actor location
6,Regional Sheltered,Region12,0,Actor location
6,Regional Sheltered,Region13,0,Actor location
6,Regional Sheltered,Region14,0,Actor location
6,Regional Sheltered,Region15,0,Actor location
6,Regional Sheltered,Region16,0,Actor location
7,Deaths,[Actor1-160],0,Actor alive
7,Casualties,[Actor1-160],0,Actor health
7,Evacuees,[Actor1-160],0,Actor location
7,Sheltered,[Actor1-160],0,Actor location
7,Wellbeing,[Actor1-160],0.76625,Actor health
7,Wealth,[Actor1-160],0.74375,Actor resources
7,Safety,[Region1-16],1,Region risk
7,Prosocial,[Actor1-160],0,Actor action
7,Antisocial,[Actor1-160],0,Actor action
7,Regional Wellbeing,Region01,0.766666667,Actor health
7,Regional Wellbeing,Region02,0.82,Actor health
7,Regional Wellbeing,Region03,0.836363636,Actor health
7,Regional Wellbeing,Region04,0.777777778,Actor health
7,Regional Wellbeing,Region05,0.466666667,Actor health
7,Regional Wellbeing,Region06,0.676923077,Actor health
7,Regional Wellbeing,Region07,0.714285714,Actor health
7,Regional Wellbeing,Region08,0.6,Actor health
7,Regional Wellbeing,Region09,0.771428571,Actor health
7,Regional Wellbeing,Region10,0.775,Actor health
7,Regional Wellbeing,Region11,0.763636364,Actor health
7,Regional Wellbeing,Region12,0.8,Actor health
7,Regional Wellbeing,Region13,0.914285714,Actor health
7,Regional Wellbeing,Region14,0.815384615,Actor health
7,Regional Wellbeing,Region15,0.769230769,Actor health
7,Regional Wellbeing,Region16,0.75,Actor health
7,Regional Deaths,Region01,0,Actor alive
7,Regional Deaths,Region02,0,Actor alive
7,Regional Deaths,Region03,0,Actor alive
7,Regional Deaths,Region04,0,Actor alive
7,Regional Deaths,Region05,0,Actor alive
7,Regional Deaths,Region06,0,Actor alive
7,Regional Deaths,Region07,0,Actor alive
7,Regional Deaths,Region08,0,Actor alive
7,Regional Deaths,Region09,0,Actor alive
7,Regional Deaths,Region10,0,Actor alive
7,Regional Deaths,Region11,0,Actor alive
7,Regional Deaths,Region12,0,Actor alive
7,Regional Deaths,Region13,0,Actor alive
7,Regional Deaths,Region14,0,Actor alive
7,Regional Deaths,Region15,0,Actor alive
7,Regional Deaths,Region16,0,Actor alive
7,Regional Casualties,Region01,0,Actor health
7,Regional Casualties,Region02,0,Actor health
7,Regional Casualties,Region03,0,Actor health
7,Regional Casualties,Region04,0,Actor health
7,Regional Casualties,Region05,0,Actor health
7,Regional Casualties,Region06,0,Actor health
7,Regional Casualties,Region07,0,Actor health
7,Regional Casualties,Region08,0,Actor health
7,Regional Casualties,Region09,0,Actor health
7,Regional Casualties,Region10,0,Actor health
7,Regional Casualties,Region11,0,Actor health
7,Regional Casualties,Region12,0,Actor health
7,Regional Casualties,Region13,0,Actor health
7,Regional Casualties,Region14,0,Actor health
7,Regional Casualties,Region15,0,Actor health
7,Regional Casualties,Region16,0,Actor health
7,Regional Sheltered,Region01,0,Actor location
7,Regional Sheltered,Region02,0,Actor location
7,Regional Sheltered,Region03,0,Actor location
7,Regional Sheltered,Region04,0,Actor location
7,Regional Sheltered,Region05,0,Actor location
7,Regional Sheltered,Region06,0,Actor location
7,Regional Sheltered,Region07,0,Actor location
7,Regional Sheltered,Region08,0,Actor location
7,Regional Sheltered,Region09,0,Actor location
7,Regional Sheltered,Region10,0,Actor location
7,Regional Sheltered,Region11,0,Actor location
7,Regional Sheltered,Region12,0,Actor location
7,Regional Sheltered,Region13,0,Actor location
7,Regional Sheltered,Region14,0,Actor location
7,Regional Sheltered,Region15,0,Actor location
7,Regional Sheltered,Region16,0,Actor location
8,Deaths,[Actor1-160],0,Actor alive
8,Casualties,[Actor1-160],0,Actor health
8,Evacuees,[Actor1-160],0,Actor location
8,Sheltered,[Actor1-160],0,Actor location
8,Wellbeing,[Actor1-160],0.76625,Actor health
8,Wealth,[Actor1-160],0.74375,Actor resources
8,Safety,[Region1-16],1,Region risk
8,Prosocial,[Actor1-160],0,Actor action
8,Antisocial,[Actor1-160],0,Actor action
8,Regional Wellbeing,Region01,0.766666667,Actor health
8,Regional Wellbeing,Region02,0.82,Actor health
8,Regional Wellbeing,Region03,0.836363636,Actor health
8,Regional Wellbeing,Region04,0.777777778,Actor health
8,Regional Wellbeing,Region05,0.466666667,Actor health
8,Regional Wellbeing,Region06,0.676923077,Actor health
8,Regional Wellbeing,Region07,0.714285714,Actor health
8,Regional Wellbeing,Region08,0.6,Actor health
8,Regional Wellbeing,Region09,0.771428571,Actor health
8,Regional Wellbeing,Region10,0.775,Actor health
8,Regional Wellbeing,Region11,0.763636364,Actor health
8,Regional Wellbeing,Region12,0.8,Actor health
8,Regional Wellbeing,Region13,0.914285714,Actor health
8,Regional Wellbeing,Region14,0.815384615,Actor health
8,Regional Wellbeing,Region15,0.769230769,Actor health
8,Regional Wellbeing,Region16,0.75,Actor health
8,Regional Deaths,Region01,0,Actor alive
8,Regional Deaths,Region02,0,Actor alive
8,Regional Deaths,Region03,0,Actor alive
8,Regional Deaths,Region04,0,Actor alive
8,Regional Deaths,Region05,0,Actor alive
8,Regional Deaths,Region06,0,Actor alive
8,Regional Deaths,Region07,0,Actor alive
8,Regional Deaths,Region08,0,Actor alive
8,Regional Deaths,Region09,0,Actor alive
8,Regional Deaths,Region10,0,Actor alive
8,Regional Deaths,Region11,0,Actor alive
8,Regional Deaths,Region12,0,Actor alive
8,Regional Deaths,Region13,0,Actor alive
8,Regional Deaths,Region14,0,Actor alive
8,Regional Deaths,Region15,0,Actor alive
8,Regional Deaths,Region16,0,Actor alive
8,Regional Casualties,Region01,0,Actor health
8,Regional Casualties,Region02,0,Actor health
8,Regional Casualties,Region03,0,Actor health
8,Regional Casualties,Region04,0,Actor health
8,Regional Casualties,Region05,0,Actor health
8,Regional Casualties,Region06,0,Actor health
8,Regional Casualties,Region07,0,Actor health
8,Regional Casualties,Region08,0,Actor health
8,Regional Casualties,Region09,0,Actor health
8,Regional Casualties,Region10,0,Actor health
8,Regional Casualties,Region11,0,Actor health
8,Regional Casualties,Region12,0,Actor health
8,Regional Casualties,Region13,0,Actor health
8,Regional Casualties,Region14,0,Actor health
8,Regional Casualties,Region15,0,Actor health
8,Regional Casualties,Region16,0,Actor health
8,Regional Sheltered,Region01,0,Actor location
8,Regional Sheltered,Region02,0,Actor location
8,Regional Sheltered,Region03,0,Actor location
8,Regional Sheltered,Region04,0,Actor location
8,Regional Sheltered,Region05,0,Actor location
8,Regional Sheltered,Region06,0,Actor location
8,Regional Sheltered,Region07,0,Actor location
8,Regional Sheltered,Region08,0,Actor location
8,Regional Sheltered,Region09,0,Actor location
8,Regional Sheltered,Region10,0,Actor location
8,Regional Sheltered,Region11,0,Actor location
8,Regional Sheltered,Region12,0,Actor location
8,Regional Sheltered,Region13,0,Actor location
8,Regional Sheltered,Region14,0,Actor location
8,Regional Sheltered,Region15,0,Actor location
8,Regional Sheltered,Region16,0,Actor location
9,Deaths,[Actor1-160],0,Actor alive
9,Casualties,[Actor1-160],0,Actor health
9,Evacuees,[Actor1-160],0,Actor location
9,Sheltered,[Actor1-160],0,Actor location
9,Wellbeing,[Actor1-160],0.76625,Actor health
9,Wealth,[Actor1-160],0.74375,Actor resources
9,Safety,[Region1-16],1,Region risk
9,Prosocial,[Actor1-160],0,Actor action
9,Antisocial,[Actor1-160],0,Actor action
9,Regional Wellbeing,Region01,0.766666667,Actor health
9,Regional Wellbeing,Region02,0.82,Actor health
9,Regional Wellbeing,Region03,0.836363636,Actor health
9,Regional Wellbeing,Region04,0.777777778,Actor health
9,Regional Wellbeing,Region05,0.466666667,Actor health
9,Regional Wellbeing,Region06,0.676923077,Actor health
9,Regional Wellbeing,Region07,0.714285714,Actor health
9,Regional Wellbeing,Region08,0.6,Actor health
9,Regional Wellbeing,Region09,0.771428571,Actor health
9,Regional Wellbeing,Region10,0.775,Actor health
9,Regional Wellbeing,Region11,0.763636364,Actor health
9,Regional Wellbeing,Region12,0.8,Actor health
9,Regional Wellbeing,Region13,0.914285714,Actor health
